epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,20305,0.98988,0.44466,1.02799,0.95693,0.92394,0.96219,0.69011,0.89114,0.69386,0.95424,0.0089501,0.0089501,0.0089501
44,20738.4,0.98957,0.44606,1.02614,0.95675,0.93097,0.96649,0.69666,0.88856,0.66764,0.95383,0.00892511,0.00892511,0.00892511
45,21182.4,0.98747,0.43619,1.02526,0.9587,0.92904,0.96623,0.69695,0.8888,0.61384,0.95353,0.00890011,0.00890011,0.00890011
46,21615.6,0.98789,0.43851,1.02642,0.96102,0.93043,0.96763,0.69955,0.88677,0.6067,0.95369,0.00887511,0.00887511,0.00887511
47,22049.3,0.98124,0.43196,1.02335,0.96031,0.92986,0.9655,0.69585,0.88649,0.69076,0.95213,0.00885012,0.00885012,0.00885012
48,22482.7,0.98426,0.43616,1.02515,0.96184,0.93147,0.96642,0.6968,0.88822,0.66454,0.95278,0.00882512,0.00882512,0.00882512
49,22915.9,0.98403,0.43562,1.02577,0.9613,0.93306,0.96862,0.70088,0.88412,0.639,0.95206,0.00880012,0.00880012,0.00880012
50,23349.1,0.97912,0.43249,1.02478,0.96349,0.93288,0.9685,0.7,0.88501,0.64066,0.95204,0.00877512,0.00877512,0.00877512
51,23783,0.98501,0.43416,1.02428,0.9614,0.92985,0.96532,0.6975,0.88594,0.71249,0.95234,0.00875012,0.00875012,0.00875012
52,24216.1,0.98042,0.43685,1.02321,0.96229,0.93236,0.96725,0.70003,0.88586,0.70643,0.95275,0.00872513,0.00872513,0.00872513
53,24650.9,0.98114,0.43687,1.02156,0.96254,0.93276,0.9677,0.69989,0.88559,0.64208,0.95252,0.00870013,0.00870013,0.00870013
54,25083.7,0.97779,0.43056,1.02273,0.96332,0.93366,0.96892,0.70217,0.88311,0.64787,0.95142,0.00867513,0.00867513,0.00867513
55,25517.9,0.97771,0.429,1.02148,0.96415,0.93334,0.96891,0.70345,0.8826,0.69008,0.95097,0.00865013,0.00865013,0.00865013
56,25951.5,0.9757,0.429,1.02097,0.96584,0.93367,0.97025,0.70354,0.88231,0.61665,0.95057,0.00862514,0.00862514,0.00862514
57,26386.5,0.97641,0.43044,1.02165,0.96442,0.93259,0.96925,0.70187,0.88196,0.65823,0.95061,0.00860014,0.00860014,0.00860014
58,26832.5,0.97247,0.42672,1.01812,0.96417,0.93351,0.96977,0.70344,0.88273,0.68971,0.95128,0.00857514,0.00857514,0.00857514
59,27266.7,0.97514,0.43137,1.0197,0.96521,0.93444,0.97031,0.70287,0.88153,0.61774,0.95067,0.00855015,0.00855015,0.00855015
60,27701.2,0.97426,0.42711,1.02053,0.96567,0.935,0.97082,0.70442,0.88048,0.63018,0.95011,0.00852515,0.00852515,0.00852515
61,28135,0.9753,0.42726,1.02051,0.96432,0.93657,0.97075,0.70486,0.88045,0.61965,0.94991,0.00850015,0.00850015,0.00850015
62,28569,0.97112,0.4274,1.0198,0.96379,0.93509,0.97057,0.70494,0.88057,0.64411,0.94983,0.00847515,0.00847515,0.00847515
63,29002.8,0.97172,0.42606,1.0186,0.96328,0.93507,0.97011,0.70424,0.88035,0.65541,0.94981,0.00845015,0.00845015,0.00845015
64,29437.1,0.9724,0.43134,1.0197,0.96453,0.93585,0.97033,0.7043,0.88116,0.62501,0.94985,0.00842516,0.00842516,0.00842516
65,29871.4,0.97006,0.42477,1.02006,0.96455,0.9355,0.97063,0.70533,0.88022,0.61437,0.94974,0.00840016,0.00840016,0.00840016
66,30305.5,0.97196,0.42605,1.01942,0.96352,0.93585,0.97035,0.70513,0.87892,0.59684,0.94925,0.00837516,0.00837516,0.00837516
67,30739,0.96928,0.4238,1.01953,0.96383,0.93535,0.9705,0.70624,0.87825,0.61556,0.9489,0.00835016,0.00835016,0.00835016
68,31173.1,0.9682,0.42132,1.01828,0.96343,0.93572,0.9705,0.70648,0.87801,0.646,0.94886,0.00832517,0.00832517,0.00832517
69,31610,0.96679,0.42105,1.01757,0.96433,0.93504,0.97046,0.70732,0.87717,0.66518,0.94867,0.00830017,0.00830017,0.00830017
70,32047.9,0.96568,0.42417,1.01645,0.96439,0.93471,0.97031,0.70747,0.87663,0.69852,0.94841,0.00827517,0.00827517,0.00827517
71,32482.8,0.96542,0.41969,1.01756,0.96381,0.9356,0.97044,0.7075,0.87663,0.68043,0.9483,0.00825018,0.00825018,0.00825018
72,32917.8,0.97024,0.42284,1.0168,0.9646,0.93597,0.97065,0.70753,0.87722,0.66084,0.94848,0.00822518,0.00822518,0.00822518
73,33353,0.96524,0.4197,1.01604,0.96481,0.93588,0.97074,0.7076,0.87679,0.63736,0.94817,0.00820018,0.00820018,0.00820018
74,33787.6,0.96547,0.42267,1.01375,0.96484,0.93577,0.97095,0.70762,0.87682,0.63489,0.94822,0.00817518,0.00817518,0.00817518
75,34222.6,0.96371,0.4191,1.01615,0.96532,0.93604,0.97119,0.70826,0.87648,0.6197,0.94821,0.00815019,0.00815019,0.00815019
76,34679.1,0.96538,0.41798,1.01566,0.96537,0.93647,0.97157,0.70871,0.87589,0.62845,0.94799,0.00812519,0.00812519,0.00812519
77,35114.3,0.96359,0.41875,1.01576,0.96497,0.93645,0.97154,0.70886,0.87527,0.6236,0.94757,0.00810019,0.00810019,0.00810019
78,35549.1,0.96409,0.42,1.01691,0.96585,0.93663,0.97162,0.709,0.87496,0.61264,0.94725,0.00807519,0.00807519,0.00807519
79,35983.5,0.96083,0.4197,1.01395,0.96576,0.93662,0.97154,0.70907,0.87446,0.60521,0.94712,0.00805019,0.00805019,0.00805019
80,36418.3,0.95986,0.41668,1.01452,0.96594,0.9368,0.97161,0.70938,0.87379,0.59781,0.94694,0.0080252,0.0080252,0.0080252
81,36852.6,0.95825,0.4122,1.01356,0.96621,0.93677,0.97179,0.71007,0.87356,0.5911,0.94689,0.0080002,0.0080002,0.0080002
82,37287.7,0.95618,0.41364,1.01265,0.96648,0.93653,0.97182,0.71025,0.87344,0.59182,0.94686,0.0079752,0.0079752,0.0079752
83,37722.2,0.95886,0.41589,1.01414,0.96638,0.93668,0.97172,0.71018,0.87319,0.59134,0.94675,0.00795021,0.00795021,0.00795021
84,38158.7,0.95815,0.41372,1.01299,0.96617,0.93684,0.97162,0.71032,0.87297,0.59745,0.94664,0.00792521,0.00792521,0.00792521
85,38599.5,0.95384,0.41327,1.01219,0.96611,0.93683,0.97157,0.71005,0.87313,0.59751,0.94667,0.00790021,0.00790021,0.00790021
86,39035.2,0.95555,0.41186,1.01241,0.96601,0.93673,0.97157,0.7101,0.87299,0.59963,0.94659,0.00787521,0.00787521,0.00787521
87,39470.7,0.95617,0.41227,1.01206,0.9659,0.937,0.97147,0.71048,0.87301,0.60612,0.94659,0.00785022,0.00785022,0.00785022
88,39910.2,0.9571,0.41237,1.01259,0.96615,0.93749,0.97168,0.71052,0.87319,0.6069,0.9465,0.00782522,0.00782522,0.00782522
89,40345,0.9557,0.41186,1.01202,0.96577,0.93762,0.97163,0.71043,0.87314,0.60949,0.94648,0.00780022,0.00780022,0.00780022
90,40779.9,0.95203,0.41102,1.0105,0.96591,0.93766,0.9718,0.71044,0.87322,0.60902,0.94648,0.00777522,0.00777522,0.00777522
91,41214.7,0.95357,0.41035,1.011,0.96566,0.93782,0.97181,0.71059,0.87319,0.60835,0.94639,0.00775023,0.00775023,0.00775023
92,41649.5,0.95617,0.4125,1.01247,0.96575,0.93787,0.97187,0.711,0.87293,0.60856,0.94631,0.00772523,0.00772523,0.00772523
93,42099.9,0.95185,0.40857,1.01021,0.9658,0.93799,0.97217,0.71115,0.87304,0.60763,0.94629,0.00770023,0.00770023,0.00770023
94,42536.7,0.95392,0.40962,1.00832,0.96628,0.93774,0.97222,0.7113,0.87288,0.60797,0.94628,0.00767523,0.00767523,0.00767523
95,42971.9,0.95224,0.40939,1.0105,0.96605,0.93792,0.9722,0.71127,0.87262,0.60833,0.94616,0.00765024,0.00765024,0.00765024
96,43408.9,0.9569,0.40985,1.01307,0.96627,0.93767,0.97216,0.71159,0.87251,0.6069,0.94614,0.00762524,0.00762524,0.00762524
97,45069.5,0.95185,0.4122,1.00988,0.96673,0.93752,0.9723,0.71169,0.8723,0.60504,0.94605,0.00760024,0.00760024,0.00760024
98,45583.1,0.9506,0.4078,1.00887,0.96686,0.93749,0.97233,0.71188,0.8723,0.60222,0.94596,0.00757524,0.00757524,0.00757524
99,46018.5,0.952,0.40622,1.01171,0.96678,0.93798,0.97259,0.71198,0.87248,0.59752,0.94606,0.00755024,0.00755024,0.00755024
100,46456.3,0.94868,0.4064,1.01027,0.9669,0.93807,0.97256,0.71187,0.87235,0.598,0.94605,0.00752525,0.00752525,0.00752525
101,46891.4,0.94825,0.40668,1.00948,0.96684,0.93824,0.9726,0.71208,0.87226,0.59671,0.94595,0.00750025,0.00750025,0.00750025
102,47326.3,0.94964,0.40678,1.00891,0.96699,0.9381,0.97276,0.71237,0.872,0.59383,0.94586,0.00747525,0.00747525,0.00747525
103,47760.5,0.94746,0.40647,1.00906,0.96697,0.93785,0.97268,0.7126,0.87198,0.59413,0.94594,0.00745026,0.00745026,0.00745026
104,48195.1,0.94813,0.40578,1.00764,0.96723,0.93779,0.97274,0.71257,0.87194,0.59403,0.94584,0.00742526,0.00742526,0.00742526
105,48629.9,0.94208,0.40276,1.00761,0.96684,0.93812,0.97275,0.71275,0.872,0.59677,0.94585,0.00740026,0.00740026,0.00740026
106,49064,0.94558,0.40431,1.00746,0.96656,0.93853,0.97291,0.71291,0.87219,0.5988,0.94593,0.00737526,0.00737526,0.00737526
107,49497.9,0.94681,0.40317,1.0093,0.96657,0.93885,0.97297,0.71295,0.87207,0.59814,0.94589,0.00735027,0.00735027,0.00735027
108,49939.7,0.94384,0.40332,1.00796,0.96625,0.93926,0.97293,0.7131,0.87195,0.59924,0.9458,0.00732527,0.00732527,0.00732527
109,50374.2,0.94167,0.40205,1.00744,0.96631,0.93921,0.97286,0.71314,0.87185,0.6001,0.94574,0.00730027,0.00730027,0.00730027
110,50809.3,0.94358,0.40398,1.00962,0.96629,0.93941,0.97286,0.7132,0.87183,0.60093,0.94572,0.00727527,0.00727527,0.00727527
111,51243.8,0.93956,0.39894,1.00552,0.96668,0.93934,0.9729,0.71336,0.8719,0.60112,0.9457,0.00725027,0.00725027,0.00725027
112,51678,0.94169,0.40321,1.00633,0.96645,0.93936,0.97283,0.71341,0.87176,0.59938,0.94569,0.00722528,0.00722528,0.00722528
113,52403.7,0.94151,0.40228,1.0056,0.96647,0.93918,0.97276,0.71361,0.87171,0.59961,0.94566,0.00720028,0.00720028,0.00720028
114,52837.9,0.94275,0.40124,1.00666,0.96612,0.93966,0.97281,0.71364,0.87168,0.59885,0.94567,0.00717528,0.00717528,0.00717528
115,53300.3,0.94056,0.40031,1.00596,0.96668,0.93921,0.97288,0.71379,0.87169,0.5978,0.94565,0.00715029,0.00715029,0.00715029
116,53734.7,0.93881,0.39981,1.00523,0.96637,0.93935,0.97278,0.71379,0.87159,0.59645,0.94565,0.00712529,0.00712529,0.00712529
117,54169,0.94001,0.40009,1.00458,0.96634,0.9395,0.97283,0.71393,0.8715,0.59412,0.94563,0.00710029,0.00710029,0.00710029
118,54603,0.93785,0.39984,1.00599,0.96634,0.93919,0.97286,0.71392,0.87151,0.59171,0.94563,0.00707529,0.00707529,0.00707529
119,55046.3,0.93711,0.39685,1.00492,0.96675,0.93914,0.97287,0.71389,0.87146,0.58977,0.94562,0.0070503,0.0070503,0.0070503
120,55480,0.93477,0.39742,1.00328,0.96622,0.9395,0.97284,0.71394,0.87146,0.58661,0.9456,0.0070253,0.0070253,0.0070253
121,55913.8,0.9343,0.39648,1.00372,0.96638,0.93954,0.97299,0.71398,0.8714,0.58375,0.94555,0.0070003,0.0070003,0.0070003
122,56347.6,0.93052,0.39475,1.00296,0.96621,0.9397,0.97291,0.71413,0.8714,0.58364,0.94552,0.0069753,0.0069753,0.0069753
123,56781,0.93569,0.39765,1.00527,0.96637,0.93956,0.97289,0.71413,0.8714,0.583,0.94546,0.00695031,0.00695031,0.00695031
124,57215.3,0.93381,0.39652,1.00241,0.96642,0.93961,0.97301,0.71429,0.87147,0.58038,0.94546,0.00692531,0.00692531,0.00692531
125,57652.9,0.93339,0.39531,1.00242,0.9663,0.93979,0.97321,0.71421,0.87145,0.57829,0.94543,0.00690031,0.00690031,0.00690031
126,58086.9,0.93353,0.39669,1.00202,0.96595,0.93991,0.97312,0.71432,0.87132,0.57735,0.94535,0.00687531,0.00687531,0.00687531
127,58634.8,0.93022,0.39649,1.00194,0.96617,0.93994,0.97333,0.71435,0.87127,0.57646,0.94535,0.00685032,0.00685032,0.00685032
128,59069.5,0.93074,0.39376,1.00173,0.96605,0.93984,0.97328,0.71427,0.87131,0.57523,0.94533,0.00682532,0.00682532,0.00682532
129,59504.5,0.92683,0.3929,0.99921,0.96612,0.93981,0.9733,0.71434,0.87141,0.57335,0.94534,0.00680032,0.00680032,0.00680032
130,59938.8,0.92631,0.39185,0.99998,0.96626,0.93993,0.97344,0.71439,0.87132,0.57171,0.9453,0.00677532,0.00677532,0.00677532
131,60373.2,0.92977,0.39108,1.00083,0.96645,0.93989,0.97354,0.71467,0.87125,0.56914,0.94524,0.00675033,0.00675033,0.00675033
132,60809.1,0.92826,0.39227,1.00097,0.96635,0.93992,0.97342,0.71469,0.87132,0.56859,0.94521,0.00672533,0.00672533,0.00672533
133,61243.4,0.92963,0.3922,1.00184,0.96666,0.94011,0.97362,0.71464,0.87124,0.56744,0.94518,0.00670033,0.00670033,0.00670033
134,61677.6,0.92446,0.39,0.99862,0.96626,0.94075,0.97371,0.71479,0.8712,0.5675,0.94515,0.00667533,0.00667533,0.00667533
135,62111.6,0.92606,0.39329,0.99857,0.96643,0.94051,0.97354,0.71472,0.87127,0.56617,0.94515,0.00665034,0.00665034,0.00665034
136,62545.7,0.92652,0.39015,1.00104,0.96633,0.94033,0.97356,0.71487,0.8712,0.56495,0.9451,0.00662534,0.00662534,0.00662534
137,62979.8,0.92564,0.39038,0.99913,0.96616,0.94038,0.97356,0.71489,0.87133,0.56278,0.94511,0.00660034,0.00660034,0.00660034
138,63414.1,0.92755,0.39097,0.99819,0.96653,0.94018,0.97362,0.715,0.87131,0.56216,0.94511,0.00657534,0.00657534,0.00657534
139,63847.9,0.92632,0.39195,1.00069,0.96646,0.94019,0.97376,0.71506,0.87123,0.56087,0.9451,0.00655035,0.00655035,0.00655035
140,64281.6,0.92312,0.38802,0.9988,0.96623,0.94053,0.9739,0.71518,0.87108,0.56036,0.94505,0.00652535,0.00652535,0.00652535
141,64715.4,0.91728,0.38726,0.99658,0.96627,0.94067,0.97375,0.71532,0.87095,0.55948,0.94503,0.00650035,0.00650035,0.00650035
142,65149.8,0.91946,0.38667,0.99695,0.96636,0.94076,0.97393,0.71544,0.87085,0.55751,0.94501,0.00647535,0.00647535,0.00647535
143,65584.2,0.9181,0.38552,0.99652,0.96622,0.94077,0.97408,0.71559,0.87094,0.55621,0.945,0.00645035,0.00645035,0.00645035
144,66021.8,0.91961,0.38668,0.9982,0.96648,0.94064,0.97408,0.71554,0.87087,0.55409,0.94499,0.00642536,0.00642536,0.00642536
145,66456.1,0.92074,0.38694,0.99893,0.96672,0.94049,0.97399,0.7157,0.87078,0.55392,0.94502,0.00640036,0.00640036,0.00640036
146,66890.5,0.91542,0.38728,0.99555,0.96647,0.94066,0.97413,0.71579,0.87084,0.55293,0.94504,0.00637536,0.00637536,0.00637536
147,67328.7,0.91841,0.38675,0.99511,0.96657,0.94112,0.9741,0.71586,0.87079,0.5525,0.94507,0.00635037,0.00635037,0.00635037
148,67762.7,0.91905,0.38513,0.9974,0.96663,0.94092,0.97414,0.71586,0.87084,0.55058,0.94511,0.00632537,0.00632537,0.00632537
149,68196.9,0.91711,0.38447,0.99669,0.96667,0.94086,0.97423,0.71591,0.87075,0.55022,0.94512,0.00630037,0.00630037,0.00630037
150,68630.9,0.91559,0.38371,0.99609,0.9664,0.94103,0.97414,0.71575,0.87082,0.54903,0.94511,0.00627537,0.00627537,0.00627537
151,69065,0.91534,0.38269,0.99559,0.96654,0.94113,0.97429,0.71599,0.87076,0.54766,0.9451,0.00625038,0.00625038,0.00625038
152,69499.1,0.91127,0.38134,0.99456,0.96659,0.94104,0.97406,0.71591,0.87078,0.54591,0.94515,0.00622538,0.00622538,0.00622538
153,69932.9,0.91431,0.38308,0.99566,0.96649,0.94145,0.97417,0.71598,0.87091,0.54627,0.94518,0.00620038,0.00620038,0.00620038
154,70554.7,0.91382,0.38271,0.99458,0.96643,0.94139,0.97419,0.71606,0.87079,0.54558,0.94518,0.00617538,0.00617538,0.00617538
155,70988.5,0.91043,0.38327,0.99242,0.96667,0.94151,0.97424,0.71614,0.8707,0.54458,0.94508,0.00615038,0.00615038,0.00615038
156,71422,0.91063,0.38129,0.99503,0.9665,0.94161,0.97415,0.71612,0.8707,0.54406,0.94511,0.00612539,0.00612539,0.00612539
157,71855.8,0.91178,0.38125,0.9943,0.96674,0.94161,0.97434,0.71627,0.87061,0.54302,0.94508,0.00610039,0.00610039,0.00610039
158,72290.1,0.91167,0.38641,0.99207,0.96699,0.94174,0.97443,0.71625,0.87047,0.54211,0.94505,0.00607539,0.00607539,0.00607539
159,72732.3,0.91126,0.37973,0.99309,0.96711,0.94167,0.97443,0.71635,0.87052,0.54106,0.94508,0.0060504,0.0060504,0.0060504
160,73177.9,0.9074,0.37981,0.99161,0.96698,0.94187,0.97443,0.71649,0.87052,0.53987,0.94505,0.0060254,0.0060254,0.0060254
161,73611.6,0.90642,0.37776,0.99207,0.96684,0.94199,0.97459,0.71656,0.87049,0.53989,0.94509,0.0060004,0.0060004,0.0060004
162,74045.5,0.90507,0.37635,0.99075,0.96667,0.94197,0.9745,0.71669,0.87044,0.53891,0.94509,0.0059754,0.0059754,0.0059754
163,74479.9,0.90518,0.37653,0.99084,0.96699,0.94201,0.97463,0.7167,0.87042,0.53791,0.94511,0.0059504,0.0059504,0.0059504
164,74913.5,0.90152,0.37536,0.9889,0.96691,0.94194,0.97454,0.71686,0.87028,0.5374,0.94508,0.00592541,0.00592541,0.00592541
165,75356.7,0.90283,0.37638,0.99083,0.9671,0.94184,0.9746,0.71701,0.87026,0.53761,0.94513,0.00590041,0.00590041,0.00590041
166,75790.3,0.90344,0.37524,0.98982,0.96682,0.94195,0.97464,0.71699,0.87026,0.53711,0.94511,0.00587541,0.00587541,0.00587541
167,76224.6,0.90353,0.37736,0.989,0.96662,0.9422,0.97465,0.7171,0.87032,0.53571,0.94512,0.00585042,0.00585042,0.00585042
168,76658.6,0.90214,0.37842,0.98875,0.96658,0.94216,0.97447,0.71703,0.87046,0.53617,0.94519,0.00582542,0.00582542,0.00582542
169,77092.3,0.90316,0.37637,0.98866,0.96655,0.94211,0.97449,0.71701,0.87053,0.53508,0.94521,0.00580042,0.00580042,0.00580042
170,77532.1,0.90188,0.37568,0.98887,0.9669,0.94205,0.97451,0.71697,0.87067,0.5337,0.9453,0.00577542,0.00577542,0.00577542
171,77966.1,0.89884,0.37427,0.98895,0.96698,0.94211,0.97456,0.717,0.8708,0.53362,0.94536,0.00575042,0.00575042,0.00575042
172,78399.6,0.89779,0.37223,0.98784,0.96695,0.94209,0.97454,0.71697,0.87091,0.53243,0.94546,0.00572543,0.00572543,0.00572543
173,78834.4,0.89752,0.37356,0.98803,0.96683,0.94215,0.97458,0.71706,0.87102,0.53147,0.94546,0.00570043,0.00570043,0.00570043
174,79268.1,0.89898,0.37316,0.98803,0.96672,0.94222,0.97449,0.71718,0.87109,0.52991,0.94551,0.00567543,0.00567543,0.00567543
175,79701.9,0.89594,0.37224,0.98871,0.96655,0.94219,0.97446,0.71736,0.87111,0.52922,0.94552,0.00565043,0.00565043,0.00565043
176,80135.2,0.89298,0.36917,0.98483,0.9666,0.94222,0.97443,0.71737,0.87114,0.52941,0.94557,0.00562544,0.00562544,0.00562544
177,80569.6,0.89223,0.36961,0.9854,0.96666,0.94221,0.97438,0.71743,0.87138,0.52903,0.94563,0.00560044,0.00560044,0.00560044
178,81003.8,0.8936,0.36987,0.98452,0.9665,0.94247,0.97445,0.71739,0.87148,0.5286,0.94567,0.00557544,0.00557544,0.00557544
179,81436.5,0.89104,0.36904,0.98502,0.9667,0.9422,0.97437,0.71746,0.8716,0.52834,0.94576,0.00555044,0.00555044,0.00555044
180,81869.3,0.89056,0.36736,0.98513,0.96654,0.94217,0.97423,0.71744,0.87166,0.5279,0.94583,0.00552545,0.00552545,0.00552545
181,82302.3,0.89179,0.37135,0.98472,0.96669,0.94225,0.97441,0.71748,0.87173,0.52761,0.94582,0.00550045,0.00550045,0.00550045
182,82735.4,0.89049,0.36769,0.98329,0.9667,0.94222,0.97437,0.71753,0.87176,0.52797,0.94582,0.00547545,0.00547545,0.00547545
183,83168.7,0.88715,0.36541,0.98351,0.9666,0.94237,0.97449,0.71761,0.87182,0.52685,0.94591,0.00545045,0.00545045,0.00545045
184,83602.1,0.88838,0.3654,0.98452,0.9666,0.94235,0.97448,0.71771,0.87185,0.52675,0.94591,0.00542546,0.00542546,0.00542546
